genres_1,genres_2,budget,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,popularity,production_companies,revenue,runtime,title,vote_average,vote_count
Comedy,Crime,23000000,washingtond.c.,usapresident,spoof,thewhitehouse,,,27.33256,Paramount Pictures,86930411,85,The Naked Gun 2½: The Smell of Fear,6.6,546
Horror,,23000000,omen,airplaneaccident,corpse,death,near-deathexperience,,38.799596,New Line Cinema,53302314,98,Final Destination,6.4,1378
Drama,,12500000,ohio,politics,dirtytricks,presidentialcampaign,endorsement,campaignspeech,20.317469,Appian Way,75993061,101,The Ides of March,6.5,910
Thriller,Science Fiction,23000000,darkness,dystopia,comet,alienlife-form,survival,eclipse,18.493202,Interscope Communications,53187659,108,Pitch Black,6.7,1789
Comedy,Romance,23000000,feminism,cohabitant,tvshow,man-womanrelation,manbetweentwowomen,,7.901891,Fox 2000 Pictures,0,97,Someone Like You...,6,118
Romance,Science Fiction,23000000,artificialintelligence,computer,love,loneliness,transhumanism,heartbreak,53.682367,Warner Bros.,47351251,126,Her,7.9,4097
Mystery,Thriller,23000000,colorado,friendship,stalker,pokies,truckdriver,cbradio,11.183197,Regency Enterprises,36642838,97,Joy Ride,6.3,325
Fantasy,Adventure,25000000,londonengland,basedonnovel,key,adventure,supernatural,steampunk,8.842722,Matador Pictures,6399,99,The Adventurer: The Curse of the Midas Box,5.1,73
Drama,Comedy,23000000,dream,,,,,,8.976738,Twentieth Century Fox Film Corporation,18653615,114,Anywhere But Here,5.9,66
Action,Comedy,0,,,,,,,2.634119,Touchstone Pictures,0,88,The Crew,6.4,11
Action,Thriller,23000000,mercenary,secretagent,rescue,footchase,spanish,,26.257951,Irish Film Board,33372606,93,Haywire,5.6,505
Adventure,Thriller,23000000,sharkattack,bahamas,dyinganddeath,aggressionbyanimal,sequel,revenge,12.777008,Universal Pictures,51881013,89,Jaws: The Revenge,3.5,224
Drama,,0,sistersisterrelationship,sister,leukemia,reunion,cancer,bonemarrowtransplant,6.130231,Miramax Films,0,98,Marvin's Room,6.6,124
Drama,Family,0,,,,,,,4.030724,Cube Vision,0,94,The Longshots,6.5,11
Drama,,23000000,bomb,sex,jealousy,infidelity,obsession,worldwarii,6.921263,Columbia Pictures Corporation,10827816,102,The End of the Affair,6.6,55
Action,Thriller,23000000,corruption,harleydavidson,drugdealer,losangeles,lasvegas,,12.869436,Metro-Goldwyn-Mayer (MGM),7434726,98,Harley Davidson and the Marlboro Man,6.1,82
History,Drama,23000000,fathersonrelationship,detective,warcrimes,patriotism,homicide,investigation,15.676123,Summit Entertainment,29541790,124,In the Valley of Elah,6.6,261
Drama,History,0,fashiondesigner,womandirector,,,,,8.426589,France 2 Cin\u00e9ma,0,110,Coco Before Chanel,6.6,246
Western,Drama,11000000,,,,,,,11.071522,Minds Eye Entertainment,0,90,Forsaken,5.8,101
Drama,Comedy,23000000,,,,,,,5.494047,Path\u00e9 Renn Productions,9366227,86,Cheri,5.9,56
Drama,Romance,23000000,londonengland,britishempire,lover,advancement,aristocrat,womandirector,6.618149,Alliance Films,16123851,141,Vanity Fair,5.5,73
Drama,Action,23000000,assassination,martialarts,sword,bloodsplatter,impalement,beatentodeath,7.876883,China Film Group Corporation,5837674,139,Bodyguards and Assassins,6.5,57
Horror,Thriller,25000000,suicide,newyork,hotel,fire,hotelroom,wifehusbandrelationship,35.169779,The Weinstein Company,94679598,104,1408,6.5,1343
Comedy,Science Fiction,22700000,android,lasergun,swordplay,temple,spacemarine,spacebattle,39.890798,Brooksfilms Ltd.,38119483,96,Spaceballs,6.7,902
War,Drama,22500000,istanbul,australia,postworldwari,farmer,missinginaction,missingson,22.096286,Hopscotch Features,15520023,112,The Water Diviner,6.8,431
Fantasy,Drama,22000000,corruption,fortuneteller,moneytransfer,moneylaundering,pottery,afterlife,41.967005,Paramount Pictures,505000000,127,Ghost,6.9,1339
Romance,Comedy,23000000,surgeon,stalker,romanticcomedy,dreamgirl,taboo,screwballcomedy,57.110486,Twentieth Century Fox Film Corporation,369884651,119,There's Something About Mary,6.5,1590
Fantasy,Drama,22000000,holiday,christmasparty,santaclaus,deal,christmastree,christmas,16.234053,Walt Disney Pictures,189833357,97,The Santa Clause,6.3,489
Drama,Family,20000000,fathersonrelationship,baseball,sportsteam,sport,life'sdream,growingup,11.263361,Walt Disney Pictures,75597042,127,The Rookie,6.5,110
Comedy,Family,22000000,americanfootball,bachelor,sportsteam,sport,aerobics,tweengirl,20.699212,Walt Disney Pictures,147880543,110,The Game Plan,6,428
Drama,Romance,24000000,farewell,adultery,loveatfirstsight,photographer,wifehusbandrelationship,iowa,17.606087,Amblin Entertainment,182016617,135,The Bridges of Madison County,7.3,385
Action,Comedy,22000000,dream,employee,carcrash,scientist,policeofficer,organdonation,13.786075,Revolution Studios,84772742,84,The Animal,4.6,304
Drama,History,22000000,muslim,indianlead,demonstration,worldwarii,imprisonment,releasefromprison,35.227212,Columbia Pictures,77737889,191,Gandhi,7.4,716
Drama,,22000000,france,basedonnovel,indianlead,restaurant,family,,27.898438,Amblin Entertainment,88880821,122,The Hundred-Foot Journey,7.3,508
Crime,Drama,22000000,cheating,newidentity,computervirus,chase,computer,stalking,23.218144,Columbia Pictures,110627965,114,The Net,5.6,354
Drama,,22000000,fosterparents,probono,newbaby,socialservices,learning,coffeeshopmanager,26.071644,New Line Cinema,92542418,132,I Am Sam,7.2,530
Drama,,22000000,biography,resurrection,,,,,9.175762,Hearst Entertainment Productions,67800064,138,Son of God,5.9,83
Fantasy,Action,22000000,budapest,subway,loveofone'slife,vampire,bite,descendant,81.829237,Lakeshore Entertainment,95708457,121,Underworld,6.6,2512
Drama,Thriller,22000000,prison,chicago,rape,basedonnovel,hotelroom,wifehusbandrelationship,17.7091,Miramax Films,57479076,108,Derailed,6.1,319
Drama,Comedy,22000000,agriculture,company,witnesstomurder,,,,17.772518,Section Eight,35424826,108,The Informant!,6,301
Drama,Romance,22000000,bachelor,strokeoffate,brother,oxford,author,fallinginlove,5.609755,Shadowlands Productions,0,131,Shadowlands,6.8,61
Comedy,,22000000,painter,amsterdam,dolphin,europe,pimp,fetish,10.259461,Columbia Pictures Corporation,22400154,83,Deuce Bigalow: European Gigolo,4.7,225
Comedy,,26000000,remake,spermdonor,,,,,30.114383,DreamWorks SKG,51164106,105,Delivery Man,6.2,551
Thriller,,0,basedonnovel,womandirector,,,,,10.547959,StudioCanal,9930095,108,Our Kind of Traitor,6,160
Comedy,Crime,22000000,femalenudity,harassment,malefriendship,darkcomedy,directorcameo,duringcreditsstinger,12.887673,Village Roadshow Pictures,19351569,90,Saving Silverman,5.4,154
Comedy,Family,22000000,bestfriend,sweetsixteen,duringcreditsstinger,,,,13.410919,Fox 2000 Pictures,77112176,94,Diary of a Wimpy Kid: Dog Days,6,223
Thriller,Drama,0,distrust,intolerance,punkrock,italianamerican,summer,bigotry,3.70789,40 Acres & A Mule Filmworks,0,142,Summer of Sam,6.3,112
Comedy,,22000000,filmmaking,jayandsilentbob,selfmocking,characterissubjectofcomic,referencetoprincevaliant,indianajonesspoofscene,21.865021,Dimension Films,33788161,104,Jay and Silent Bob Strike Back,6.4,480
Drama,Thriller,30000000,california,brothersisterrelationship,lossofparents,suspense,psychologicalthriller,orphan,9.448517,Original Film,23619609,106,The Glass House,5.4,201
Comedy,Drama,22000000,journalist,cat,ransom,kidnapping,ancientrome,movieinmovie,39.006187,Universal Pictures,63647656,106,"Hail, Caesar!",5.7,1309
Comedy,Music,22000000,manager,pop,secret,smalltown,garage,musician,6.404571,Universal Pictures,0,98,Josie and the Pussycats,5.3,72
Action,Thriller,22000000,basedonnovel,drugdealer,ex-cop,ruralsetting,undercovercop,methamphetamine,35.737655,Millennium Films,43058898,100,Homefront,6.4,875
Family,Horror,22000000,basedonnovel,vampire,bite,independentfilm,fangvamp,,4.365196,New Line Cinema,13555988,95,The Little Vampire,6.1,77
Comedy,Romance,22000000,sex,detective,jealousy,humor,protest,wife,14.925633,Fox Searchlight Pictures,0,106,I Heart Huckabees,6.2,239
Action,Adventure,22000000,cyborg,dystopia,police,sequel,cyberpunk,policeman,14.725467,Orion Pictures,10696210,104,RoboCop 3,4.2,305
Action,Science Fiction,0,dystopia,,,,,,0.809588,Infinity Omnimedia,0,104,Megiddo: The Omega Code 2,3.6,8
Drama,Comedy,0,spy,uncle,,,,,0.816883,Paramount Pictures,0,107,Darling Lili,4.9,8
Comedy,Family,70000000,basedoncartoon,mountie,,,,,8.792054,Universal Pictures,0,77,Dudley Do-Right,3.8,48
Thriller,Action,25000000,transporter,sequel,suspense,car,bankheist,action,25.002715,EuropaCorp,72629670,96,The Transporter Refueled,5.2,559
Drama,Romance,0,londonengland,sex,dyinganddeath,poet,theatremilieu,monolog,7.588597,First Choice Films,0,114,The Libertine,5.9,128
Drama,Thriller,21000000,inlovewithenemy,netherlands,worldwarii,prosecution,,,13.906611,CoBo Fund,26193068,145,Black Book,7.2,277
Romance,Drama,22000000,holiday,worldwari,hostility,singer,singing,christmas,13.960945,Senator Film Produktion,17709155,116,Joyeux Noël,7.2,212
Action,Comedy,2000000,witnessprotection,getawaydriver,duringcreditsstinger,,,,16.668854,Primate Pictures,14400000,100,Hit & Run,5.5,224
Action,Comedy,0,gang,hoodlum,womandirector,,,,6.847133,Millennium Films,0,104,Mad Money,5.9,140
Mystery,Thriller,22000000,amnesia,therapist,aggression,hospital,flashback,,48.784734,StudioCanal,15447154,92,Before I Go to Sleep,6.2,659
Action,Thriller,22000000,dynamite,carjourney,nicaragua,criminal,bandit,explosives,9.088209,Paramount Pictures,12000000,121,Sorcerer,7.4,98
Drama,,22000000,prison,fire,manipulation,seduction,vegetarian,playground,12.445176,Stone Productions,9479718,105,Stone,5.2,192
Romance,Drama,0,playwright,,,,,,4.61335,NULL,0,115,Moliere,6.7,45
Thriller,Drama,22000000,prison,brotherbrotherrelationship,drugdealer,brother,revenge,druguse,29.230298,Appian Way,15400000,116,Out of the Furnace,6.5,720
Drama,Mystery,25000000,killing,restaurant,chambersofabarrister,scandal,pretendedsuicide,lawsuit,18.961323,Castle Rock Entertainment,92991835,119,Michael Clayton,6.5,501
Comedy,Drama,0,whitehouse,usapresident,nationalsecurityagency(nsa),danger,sable,writ,2.809378,Warner Bros.,0,101,My Fellow Americans,6.3,46
Drama,Thriller,21500000,bomb,terrorist,fbi,professor,paranoia,college,12.819447,Lakeshore Entertainment,0,117,Arlington Road,7,239
Animation,Adventure,22000000,soccer,,,,,,14.866351,100 Bares,24000000,106,Underdogs,6,122
Romance,Comedy,17000000,rome,expatriate,episodic,,,,15.013386,Gravier Productions,73244881,111,To Rome with Love,5.6,546
Science Fiction,Action,18000000,flying,pilot,kampfjet,falseidentity,assault,suspense,8.700565,Malpaso Productions,70687344,136,Firefox,5.5,139
Animation,Comedy,21000000,gay,mountrushmorenationalmemorial,swearword,mephisto,hell,worldsupremacy,27.197799,Paramount Pictures,0,81,"South Park: Bigger, Longer & Uncut",7.1,893
Comedy,Drama,9000000,brotherbrotherrelationship,farewell,fathersonrelationship,agedifference,parentskidsrelationship,secret,20.410354,Sidney Kimmel Entertainment,46,90,Death at a Funeral,6.9,497
Action,Adventure,21000000,japan,timetravel,ninja,,,,10.207065,New Line Cinema,42000000,96,Teenage Mutant Ninja Turtles III,5.1,184
Comedy,Romance,32000000,gay,,,,,,5.683281,Paramount Pictures,40222729,106,Hardball,6.3,123
Drama,Comedy,21000000,dancing,philadelphia,running,basedonnovel,depression,letter,63.599973,The Weinstein Company,205738714,122,Silver Linings Playbook,6.9,4742
Crime,Drama,21000000,blackpeople,basedonnovel,holocaust,ghetto,diary,principalwitness,17.746981,Double Feature Films,41170784,123,Freedom Writers,7.5,356
Drama,,0,femalenudity,poem,rape,love,domesticviolence,womanhood,1.934524,Lions Gate Films,37000000,134,For Colored Girls,7,22
Action,Crime,21000000,carjourney,transportation,auto,humantrafficking,,,34.433521,TF1 Films Productions,43928932,92,The Transporter,6.6,1692
Drama,Action,20000000,rebel,martialarts,underground,fight,training,champion,26.21425,Summit Entertainment,41627431,115,Never Back Down,6.4,497
Horror,Thriller,21000000,suicide,malenudity,femalenudity,fire,nudity,asylum,4.781538,United Artists,17762705,104,The Rage: Carrie 2,5.1,76
Drama,Comedy,17000000,interracialrelationship,deadfather,referencetobobdylan,biracial,bedtimestory,unmarriedcouple,10.13559,Neal Street Productions,14899417,98,Away We Go,6.7,189
Drama,Comedy,21000000,usapresident,presidentialelection,foxnews,,,,5.815881,Touchstone Pictures,17600000,120,Swing Vote,5.8,65
Romance,Drama,21000000,,,,,,,8.982335,Punch Productions,10011050,117,Moonlight Mile,6.5,52
Drama,Thriller,30000000,spy,coldwar,spying,espionage,mole,britishspy,33.649652,StudioCanal,0,127,Tinker Tailor Soldier Spy,6.6,840
Drama,Comedy,0,,,,,,,2.636193,Metro-Goldwyn-Mayer (MGM),0,102,Molly,5.5,14
Drama,,21000000,puppet,womandirector,,,,,13.847872,Summit Entertainment,970816,91,The Beaver,6.3,276
Comedy,,35000000,brothel,corset,crusader,musical,governor,tvreporter,4.189378,Universal Pictures,69701637,114,The Best Little Whorehouse in Texas,5.9,41
Action,Thriller,15000000,videogame,hacker,bodyguard,popstar,virtualreality,dystopia,21.928025,Alliance Atlantis Communications,2856712,97,eXistenZ,6.7,475
Adventure,Action,18000000,savingtheworld,riddle,nepal,himalaya,cairo,moses,68.159596,Lucasfilm,389925971,115,Raiders of the Lost Ark,7.7,3854
Comedy,Family,18000000,holiday,newyork,newyorkcity,christmas,,,81.487685,Twentieth Century Fox Film Corporation,358991681,120,Home Alone 2: Lost in New York,6.3,2395
Science Fiction,Drama,20000000,indiana,obsession,extraterrestrialtechnology,evacuation,blackout,flyingsaucer,52.456505,Columbia Pictures Corporation,303788635,135,Close Encounters of the Third Kind,7.2,1098
Horror,Thriller,38000000,suicide,hacker,deathofafriend,website,remake,,9.662715,Dimension Films,29907685,90,Pulse,5,150
Action,Comedy,20000000,smugglingofarms,detective,intensivecare,undercover,stripclub,armoredcar,25.28436,Paramount Pictures,299965036,100,Beverly Hills Cop II,6.1,613
Comedy,,20000000,prison,ex-boyfriend,support,escape,lawyer,,8.351385,Hyde Park Films,132675402,105,Bringing Down the House,5.4,183
Crime,Drama,19000000,basedonnovel,psychopath,horror,suspense,serialkiller,psychologicalthriller,18.174804,Orion Pictures,272742922,119,The Silence of the Lambs,8.1,4443
Music,Comedy,20000000,tvshow,heavymetal,televisionproducer,womandirector,,,21.815122,Paramount Pictures,121697323,94,Wayne's World,6.5,728
Comedy,Documentary,20000000,pain,stunts,stuntman,stupidity,comedy,duringcreditsstinger,20.99174,MTV Films,117224271,94,Jackass 3D,6.4,428
Horror,Thriller,20000000,mayor,island,policechief,sailing,boataccident,dyinganddeath,19.636044,Universal Pictures,187884007,116,Jaws 2,5.9,406
Adventure,Comedy,20000000,dogdirt,chihuahua,pinata,pottedplant,duringcreditsstinger,,12.25264,Walt Disney Pictures,149281606,91,Beverly Hills Chihuahua,4.9,209
Horror,Thriller,13000000,sistersisterrelationship,exorcism,rhodeisland,basedontruestory,farmhouse,paranormalinvestigation,49.975409,New Line Cinema,318000141,112,The Conjuring,7.4,3092
Adventure,Comedy,32000000,carjourney,macho,roadtrip,children,prettywoman,trouble,13.590677,Columbia Pictures,97918663,95,Are We There Yet?,5.2,221
Comedy,,20000000,,,,,,,21.657563,New Line Cinema,100525432,97,Tammy,5,500
Comedy,Music,35000000,rockandroll,rock,highschool,musicband,,,43.057323,Paramount Pictures,131282949,108,School of Rock,6.7,1414
Action,Fantasy,18000000,martialarts,monster,island,gore,sorcerer,tournament,16.470895,New Line Cinema,122195920,101,Mortal Kombat,5.4,442
Comedy,,37000000,undercover,fbi,fishoutofwater,highsociety,buddycop,crossdressing,28.703007,Columbia Pictures,113086475,109,White Chicks,6.3,679
Comedy,Drama,20000000,hawaii,father-in-law,daughter,cheatingwife,beachhouse,boatingaccident,40.903931,Fox Searchlight Pictures,177243185,115,The Descendants,6.7,934
Adventure,Family,20000000,curse,suitor,falseaccusations,referencetoannabellee,digging,baseballplayer,22.001408,Walt Disney Pictures,0,117,Holes,6.7,383
Drama,Family,0,brothersisterrelationship,newlove,daughter,summervacation,womandirector,,23.139971,Touchstone Pictures,0,107,The Last Song,6.9,923
Drama,History,20000000,whip,kidnapping,slavery,plantation,nightshift,violinplayer,95.9229,Plan B Entertainment,187000000,134,12 Years a Slave,7.9,3674
Drama,Romance,20000000,musicrehearsal,fraternityinitiation,televisionbroadcast,whitemalepretendingtobeblack,sororityparty,pushups,4.748929,Fox 2000 Pictures,57588485,118,Drumline,6.2,116
Comedy,Romance,20000000,,,,,,,2.986286,Lions Gate Films,60072596,121,Why Did I Get Married Too?,6.1,29
Fantasy,Drama,20000000,underdog,loveatfirstsight,hairdresser,smalltown,scissors,inventor,47.51363,Twentieth Century Fox Film Corporation,53000000,105,Edward Scissorhands,7.5,3601
Drama,Romance,20000000,england,basedonnovel,depression,smalltown,wheelchair,caretaker,53.161905,New Line Cinema,207945075,110,Me Before You,7.6,2562
Drama,Comedy,0,,,,,,,7.050951,Tyler Perry Compan,0,114,Madea's Witness Protection,5.9,52
Action,Crime,1800000,policebrutality,marseille,nightlife,attemptedmurder,drugdealer,drugmule,15.978136,Twentieth Century Fox Film Corporation,41158757,104,The French Connection,7.4,422
Comedy,,20000000,alcohol,bar,party,divorce,family,hitandrun,42.512296,STX Entertainment,183936074,100,Bad Moms,6.3,1252
Comedy,,20000000,date,diary,parents-in-law,bridegroom,wedding,,10.098722,Regency Enterprises,48548426,83,Date Movie,3.6,222
Adventure,Fantasy,20000000,animation,,,,,,15.341196,Walt Disney Pictures,109862682,72,Return to Never Land,6.1,290
History,Drama,20000000,alabama,martinlutherking,president,blackamerican,civilrights,protestmarch,29.023184,Plan B Entertainment,66787908,127,Selma,7.4,817
Family,Animation,20000000,river,musical,tiger,village,feralchild,sequel,19.819893,Walt Disney Pictures,135680000,72,The Jungle Book 2,5.6,269
Thriller,Horror,20000000,nightmare,hallucination,childhoodtrauma,break-up,hometown,psychotherapy,11.62423,Ghost House Pictures,67192859,89,Boogeyman,4.6,191
Thriller,Drama,20000000,dejavu,dyinganddeath,timetravel,lossofhusband,carcrash,,22.049787,TriStar Pictures,84146832,96,Premonition,5.8,381
Animation,Family,30000000,owl,donkey,tiger,piglet,bear,rabbit,9.829859,Walt Disney Pictures,45554533,77,The Tigger Movie,6.3,143
Horror,Thriller,20000000,nun,deaf-mute,orphan,allgirl,troubledmarriage,aftercreditsstinger,29.295801,Dark Castle Entertainment,41596251,123,Orphan,6.7,1261
Adventure,Drama,20000000,afghanistan,war,basedontruestory,rescue,betrayal,dog,14.136476,Sunswept Entertainment,43967255,111,Max,6.8,276
Action,Adventure,20000000,,,,,,,6.064638,Twentieth Century Fox Film Corporation,86865564,86,Epic Movie,3.2,326
Drama,Thriller,20000000,childabuse,journalism,judge,florida,boston,pedophilia,41.503588,Universal Pictures,88346473,128,Spotlight,7.8,2686
Drama,Crime,20000000,vandalism,harassment,neighbor,houseparty,shottodeath,pregnancy,20.495749,Screen Gems,27640028,110,Lakeview Terrace,5.9,292
Horror,Thriller,20000000,remake,littleboy,curse,,,,13.906944,Columbia Pictures Corporation,39143839,102,The Grudge 2,5.2,283
Comedy,Drama,20000000,blackpeople,agedifference,jamaica,vacation,femaleprotagonist,,2.003047,Twentieth Century Fox Film Corporation,37672350,124,How Stella Got Her Groove Back,6,24
Adventure,Comedy,0,future,dyinganddeath,heaven,timetravel,heavymetal,diabolicalego,11.349664,Orion Pictures,0,98,Bill & Ted's Bogus Journey,5.9,308
Comedy,Drama,20000000,usapresident,presidentialelection,comedian,,,,11.203335,Universal Pictures,41237648,115,Man of the Year,5.8,129
Adventure,Family,20000000,killerrobot,spacemarine,ghostship,blackhole,,,8.265317,Walt Disney Productions,35841901,98,The Black Hole,6.1,131
Crime,Drama,20000000,prostitute,sweden,suspense,priest,verylittledialogue,,18.632156,This Is That Productions,65464324,104,The American,5.8,481
Drama,,20000000,musical,tejano,elopement,bustier,fanclub,,6.92592,Q Productions,60000000,127,Selena,7,114
Horror,Comedy,20000000,vampire,highschool,prom,spoof,horrorspoof,teenager,17.165039,Regency Enterprises,80547866,82,Vampires Suck,4.2,315
Drama,,25000000,terror,lossofmother,gun,morocco,deaf-mute,sandiego,25.785925,Paramount Vantage,135330182,143,Babel,6.9,1055
Drama,Comedy,19800000,basedonnovel,funeral,dysfunctionalfamily,deathoffather,manchild,family,20.311684,Spring Creek Productions,41296320,103,This Is Where I Leave You,6.5,505
Drama,Mystery,20000000,sexualabuse,boy,wine,gift,janitor,singing,20.975165,Scott Rudin Productions,50907234,104,Doubt,7,435
Music,Adventure,32000000,paris,france,cairo,capitalism,lossoflover,egypt,26.509175,Paramount Pictures,50907422,98,Team America: World Police,6.6,660
Horror,Thriller,20000000,sequel,gore,leatherface,slasher,chainsaw,aftercreditsstinger,26.497025,Nu Image Films,47241945,92,Texas Chainsaw 3D,5.3,465
Drama,Thriller,0,policebrutality,psychology,policeoperation,policeprotection,serialkiller,psychologist,14.211699,Regency Enterprises,0,124,Copycat,6.4,194
Comedy,,20000000,sequel,parody,spoof,aftercreditsstinger,duringcreditsstinger,,36.819044,Dimension Films,78378744,86,Scary Movie 5,4.6,793
Drama,Action,20000000,mining,prospector,,,,,7.902536,Paramount Pictures,31678778,158,Paint Your Wagon,6.2,63
History,Drama,20000000,gay,sanfrancisco,homophobia,mayor,biography,politics,30.909699,Focus Features,54586584,128,Milk,7.1,612
Action,,20000000,christianity,jesuschrist,apostle,crucifixion,jerusalem,ancientrome,16.663797,Columbia Pictures,46069568,107,Risen,5.7,295
Horror,Mystery,35000000,cruise,pilot,ghostship,,,,27.724913,Village Roadshow Pictures,68349884,91,Ghost Ship,5.3,531
Comedy,,19000000,holiday,indianlead,beer,christmastree,cannabis,sequel,17.971883,New Line Cinema,35387212,108,A Very Harold & Kumar Christmas,6,328
Crime,Drama,20000000,upperclass,poison,sailboat,rape,sexualabuse,florida,25.041992,Columbia Pictures,67200000,108,Wild Things,6.3,444
Horror,Thriller,0,stepfather,remake,,,,,7.924428,Screen Gems,0,101,The Stepfather,5.4,167
Drama,Thriller,20000000,beach,mossad,secretagent,insaneasylum,lye,syringe,14.857884,Miramax Films,45636368,113,The Debt,6.3,257
Comedy,Drama,30000000,chicago,musicrecord,rockandroll,recordstore,soul,discjockey,23.982956,Buena Vista,47126295,113,High Fidelity,7,628
Horror,Mystery,20000000,candy,lossofsister,mobilephone,answeringmachine,dyinganddeath,victim,12.458131,Intermedia Films,0,87,One Missed Call,4.7,171
Drama,Thriller,20000000,rape,gun,self-defense,grievingparents,,,3.996392,Paramount Pictures,0,101,Eye for an Eye,5.8,63
Thriller,Crime,20000000,infidelity,subway,cardealer,vault,mannequin,bahamas,30.387754,Atlas Entertainment,64822796,112,The Bank Job,6.6,697
Science Fiction,Drama,20000000,dejavu,regret,jealousy,amnesia,dream,operation,56.481487,Anonymous Content,72258126,108,Eternal Sunshine of the Spotless Mind,7.9,3652
Comedy,Romance,20000000,brothersisterrelationship,marriage,bully,duringcreditsstinger,,,19.962713,Oops Doughnuts Productions,32005248,105,You Again,6,368
Action,Crime,20000000,police,losangeles,,,,,18.666876,Fox Searchlight Pictures,65569869,109,Street Kings,6.3,363
Comedy,Action,20000000,endoftheworld,apocalypse,trilogy,homage,,,55.964605,Universal Pictures,46089287,109,The World's End,6.7,1778
Action,Adventure,0,california,detective,basedonnovel,dream,kidnapping,chase,5.0348,Virtual Studios,0,99,Nancy Drew,5.8,143
Fantasy,Horror,20000000,femalenudity,sunrise,waitress,experiment,rain,sunlight,28.019226,Lionsgate,51416464,98,Daybreakers,6,634
Comedy,Romance,20000000,confidence,romanticcomedy,dating,insecurity,airportsecurity,unlikelylovers,16.176976,DreamWorks SKG,49779728,104,She's Out of My League,5.9,525
Adventure,Comedy,20000000,montecarlo,mistakenidentity,look-alike,youngwoman,texan,americanabroad,17.237143,Dune Entertainment,17425000,109,Monte Carlo,6,593
Horror,Thriller,9000000,videogame,hacker,virtualreality,virtualfight,baroness,,4.34503,Spyglass Entertainment,27105095,100,Stay Alive,5.3,155
Romance,Action,0,australian,chase,,,,,11.360997,Pathe,0,119,Quigley Down Under,6.5,119
Family,Animation,20000000,wolf,arrangedmarriage,forbiddenlove,roadtrip,park,parkranger,12.300789,Lions Gate Family Entertainment,39300000,88,Alpha and Omega,5.3,124
Action,Adventure,20000000,magic,malefriendship,college,supernaturalpowers,teenager,,15.804814,Screen Gem,37597471,97,The Covenant,5.2,288
Comedy,Drama,0,gymnastics,trainer,puberty,training,sport,teenager,9.750557,Spyglass Entertainment,0,105,Stick It,6.3,148
Comedy,Family,40000000,,,,,,,4.100942,Warner Bros. Pictures,28972508,89,Shorts,5.1,44
Fantasy,Drama,20000000,adultery,winter,obsession,television,newhampshire,narcissisticpersonalitydisorder,12.309715,The Rank Organisation,21284514,106,To Die For,6.7,175
Mystery,Adventure,20000000,basedonnovel,technology,internet,hacking,teenager,newyorkcity,62.933899,Lionsgate,83707310,96,Nerve,7.1,2181
Drama,Western,20000000,smalltown,rancher,,,,,16.074397,New Line Cinema,20211394,115,Appaloosa,6.3,299
Action,Drama,20000000,basedonnovel,newmexico,party,vampirehunter,revenge,priest,17.016284,Columbia Pictures,0,108,Vampires,5.8,255
Drama,Horror,806948,hotel,clerk,arizona,shower,rain,motel,93.067866,Paramount Pictures,32000000,109,Psycho,8.2,2320
Romance,Comedy,20000000,date,sex,bar,test,friendship,insult,17.145287,Lionsgate,36620508,101,My Best Friend's Girl,5.4,220
Drama,Romance,20000000,teenageromance,,,,,,27.256849,Universal Pictures,34077920,103,Endless Love,6.7,542
Comedy,Drama,20000000,grandmothergranddaughterrelationship,promiscuity,motherdaughterrelationship,summer,teenager,rural,7.878177,Universal Pictures,0,113,Georgia Rule,5.6,130
Comedy,,20000000,,,,,,,0.173964,NULL,2297493,98,Under the Rainbow,4.9,7
Adventure,Drama,20000000,moon,monk,swordplay,bishop,cathedral,falcon,14.370111,Twentieth Century Fox Film Corporation,18432000,121,Ladyhawke,6.8,260
Comedy,Drama,20000000,illegitimateson,,,,,,11.090254,Caravan Pictures,18253415,114,Simon Birch,6.5,52
Drama,,20000000,confidence,trauma,leavingone'sfamily,childhoodmemory,airplane,waronterror,20.82778,Columbia Pictures,22222308,124,Reign Over Me,7.1,334
Adventure,Drama,15000000,malenudity,parentskidsrelationship,camping,cuttingthecord,self-discovery,wilderness,43.644978,Paramount Vantage,56255142,148,Into the Wild,7.8,3045
Comedy,Drama,20000000,date,competition,lovesickness,mentor,trafficpoliceman,,8.244324,Dimension Films,17807569,100,School for Scoundrels,5.6,111
Thriller,Horror,20000000,femaleprotagonist,anotherdimension,basedonvideogame,mall,occultritual,darkcarnival,23.292761,Davis-Films,52302796,94,Silent Hill: Revelation 3D,5,432
Horror,Action,19000000,dancing,brotherbrotherrelationship,sexualobsession,showdown,sheriff,eroticism,64.181668,A Band Apart,25836616,108,From Dusk Till Dawn,6.9,1603
Animation,Family,0,,,,,,,9.03154,Walt Disney Pictures,0,68,Pooh's Heffalump Movie,6.4,88
Comedy,Drama,0,baltimore,thanksgiving,familyclan,familyconflict,generationsconflict,womandirector,4.031585,Paramount Pictures,17519169,103,Home for the Holidays,6.3,39
Action,Comedy,20000000,kungfu,magic,mafia,defense,gangster,policeman,13.658985,Columbia Pictures,100914445,99,Kung Fu Hustle,7.2,831
Adventure,Comedy,35000000,humananimalrelationship,musical,clowning,bear,socialsatire,aftercreditsstinger,6.908351,Walt Disney Pictures,0,88,The Country Bears,4.3,20
